,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
898,Kiki's Delivery Service,(1989),G,tt0097814,103 min,"
Animation, Adventure, Drama            ",83        ,7.8,"125,124",--
899,The Killer,(1989),R,tt0097202,111 min,"
Action, Crime, Drama            ",82        ,7.8,"45,730",--
900,The Vanishing,(1988),Not Rated,tt0096163,107 min,"
Mystery, Thriller            ",--,7.7,"34,094",--
901,Grave of the Fireflies,(1988),Not Rated,tt0095327,89 min,"
Animation, Drama, War            ",94        ,8.5,"236,815",--
902,Castle in the Sky,(1986),PG,tt0092067,125 min,"
Animation, Adventure, Drama            ",78        ,8.0,"150,876",--
903,Come and See,(1985),Not Rated,tt0091251,142 min,"
Drama, Thriller, War            ",--,8.3,"59,828",--
904,Fitzcarraldo,(1982),PG,tt0083946,158 min,"
Adventure, Drama            ",--,8.1,"31,743",--
905,Kagemusha,(1980),PG,tt0080979,162 min,"
Drama, History, War            ",84        ,8.0,"32,310",--
906,The Elephant Man,(1980),PG,tt0080678,124 min,"
Biography, Drama            ",78        ,8.1,"221,013",--
907,Lupin the 3rd: Castle of Cagliostro,(1979),PG-13,tt0079833,102 min,"
Animation, Adventure, Family            ",71        ,7.7,"27,194",--
908,Watership Down,(1978),PG,tt0078480,91 min,"
Animation, Adventure, Drama            ",64        ,7.6,"33,751",--
909,Autumn Sonata,(1978),PG,tt0077711,99 min,"
Drama, Music            ",--,8.2,"27,326",--
910,Days of Heaven,(1978),PG,tt0077405,94 min,"
Drama, Romance            ",93        ,7.8,"53,110",--
911,Network,(1976),R,tt0074958,121 min,"
Drama            ",83        ,8.1,"145,406",--
912,The Message,(1976),PG,tt0074896,177 min,"
Biography, Drama, History            ",--,8.2,"44,004",--
913,Sholay,(1975),Not Rated,tt0073707,162 min,"
Action, Adventure, Comedy            ",--,8.2,"51,425",--
914,The Man Who Would Be King,(1975),PG,tt0073341,129 min,"
Adventure, History, War            ",91        ,7.8,"45,137",--
915,Love and Death,(1975),PG,tt0073312,85 min,"
Comedy, War            ",89        ,7.7,"36,147",--
916,Barry Lyndon,(1975),PG,tt0072684,185 min,"
Adventure, Drama, History            ",89        ,8.1,"150,661",--
917,The Taking of Pelham One Two Three,(1974),R,tt0072251,104 min,"
Action, Crime, Thriller            ",68        ,7.7,"26,826",--
918,Badlands,(1973),PG,tt0069762,94 min,"
Action, Crime, Drama            ",93        ,7.8,"66,313",--
919,Solaris,(1972),PG,tt0069293,167 min,"
Drama, Mystery, Sci-Fi            ",90        ,8.1,"81,469",--
920,"Aguirre, the Wrath of God",(1972),Not Rated,tt0068182,95 min,"
Action, Adventure, Biography            ",--,7.9,"52,587",--
921,Harold and Maude,(1971),PG,tt0067185,91 min,"
Comedy, Drama, Romance            ",62        ,7.9,"71,062",--
922,Anand,(1971),Not Rated,tt0066763,122 min,"
Drama, Musical            ",--,8.4,"30,498",--
923,Where Eagles Dare,(1968),M,tt0065207,158 min,"
Action, Adventure, War            ",63        ,7.7,"52,053",--
924,Rosemary's Baby,(1968),Approved,tt0063522,137 min,"
Drama, Horror            ",96        ,8.0,"194,676",--
925,Bonnie and Clyde,(1967),R,tt0061418,111 min,"
Action, Biography, Crime            ",86        ,7.8,"102,734",--
926,Who's Afraid of Virginia Woolf?,(1966),Not Rated,tt0061184,131 min,"
Drama            ",75        ,8.0,"69,133",--
927,Persona,(1966),Not Rated,tt0060827,83 min,"
Drama, Thriller            ",86        ,8.1,"103,962",--
928,Repulsion,(1965),Not Rated,tt0059646,105 min,"
Drama, Horror, Thriller            ",91        ,7.7,"49,057",--
929,Zulu,(1964),Not Rated,tt0058777,138 min,"
Drama, History, War            ",77        ,7.7,"36,127",--
930,High and Low,(1963),Not Rated,tt0057565,143 min,"
Crime, Drama, Mystery            ",--,8.4,"34,900",--
931,The Exterminating Angel,(1962),Not Rated,tt0056732,95 min,"
Drama, Fantasy            ",--,8.1,"29,791",--
932,Vivre Sa Vie,(1962),Not Rated,tt0056663,85 min,"
Drama            ",--,8.0,"28,244",--
933,To Kill a Mockingbird,(1962),Approved,tt0056592,129 min,"
Crime, Drama            ",88        ,8.2,"294,673",--
934,Sanjuro,(1962),Not Rated,tt0056443,96 min,"
Action, Comedy, Crime            ",--,8.1,"33,306",--
935,The Manchurian Candidate,(1962),PG-13,tt0056218,126 min,"
Drama, Thriller            ",94        ,7.9,"71,258",--
936,The Man Who Shot Liberty Valance,(1962),Not Rated,tt0056217,123 min,"
Drama, Western            ",94        ,8.1,"69,089",--
937,Ivan's Childhood,(1962),Not Rated,tt0056111,84 min,"
Drama, War            ",--,8.1,"31,979",--
938,Hara-Kiri,(1962),Not Rated,tt0056058,133 min,"
Action, Drama, Mystery            ",85        ,8.6,"42,708",--
939,Cape Fear,(1962),Passed,tt0055824,106 min,"
Drama, Thriller            ",76        ,7.7,"26,539",--
940,Yojimbo,(1961),Not Rated,tt0055630,110 min,"
Action, Drama, Thriller            ",--,8.2,"111,837",--
941,Jules and Jim,(1962),Not Rated,tt0055032,105 min,"
Drama, Romance            ",97        ,7.8,"37,811",--
942,Judgment at Nuremberg,(1961),Approved,tt0055031,179 min,"
Drama, War            ",60        ,8.2,"69,806",--
943,Breakfast at Tiffany's,(1961),Approved,tt0054698,115 min,"
Comedy, Drama, Romance            ",76        ,7.6,"167,125",--
944,Inherit the Wind,(1960),Passed,tt0053946,128 min,"
Biography, Drama, History            ",75        ,8.1,"27,340",--
945,L'Avventura,(1960),Not Rated,tt0053619,144 min,"
Drama, Mystery            ",--,7.9,"26,695",--
946,The 400 Blows,(1959),Not Rated,tt0053198,99 min,"
Crime, Drama            ",--,8.1,"105,884",--
947,The Hidden Fortress,(1958),Not Rated,tt0051808,126 min,"
Adventure, Drama            ",--,8.1,"35,023",--
948,Sweet Smell of Success,(1957),Approved,tt0051036,96 min,"
Drama, Film-Noir            ",100        ,8.0,"28,297",--
949,Wild Strawberries,(1957),Not Rated,tt0050986,91 min,"
Drama, Romance            ",88        ,8.2,"96,982",--
950,The Seventh Seal,(1957),Not Rated,tt0050976,96 min,"
Drama, Fantasy, History            ",88        ,8.2,"165,909",--
951,Paths of Glory,(1957),Approved,tt0050825,88 min,"
Drama, War            ",90        ,8.4,"179,046",--
952,Throne of Blood,(1957),Not Rated,tt0050613,110 min,"
Drama, History            ",--,8.1,"46,929",--
953,The Searchers,(1956),Passed,tt0049730,119 min,"
Adventure, Drama, Western            ",94        ,7.9,"80,579",--
954,The Killing,(1956),Approved,tt0049406,84 min,"
Crime, Drama, Film-Noir            ",91        ,8.0,"81,990",--
955,Invasion of the Body Snatchers,(1956),Approved,tt0049366,80 min,"
Drama, Horror, Sci-Fi            ",92        ,7.7,"44,989",--
956,Giant,(1956),G,tt0049261,201 min,"
Drama, Western            ",84        ,7.6,"34,210",--
957,Rebel Without a Cause,(1955),PG-13,tt0048545,111 min,"
Drama            ",89        ,7.7,"83,666",--
958,The Ladykillers,(1955),Not Rated,tt0048281,91 min,"
Comedy, Crime            ",91        ,7.7,"26,606",--
959,East of Eden,(1955),PG,tt0048028,118 min,"
Drama            ",72        ,7.9,"40,497",--
960,La Strada,(1954),Not Rated,tt0047528,108 min,"
Drama            ",--,8.0,"58,500",--
961,Sabrina,(1954),Passed,tt0047437,113 min,"
Comedy, Drama, Romance            ",72        ,7.7,"59,606",--
962,Diabolique,(1955),Not Rated,tt0046911,117 min,"
Crime, Drama, Horror            ",--,8.0,"61,645",--
963,Tokyo Story,(1953),Not Rated,tt0046438,136 min,"
Drama            ",--,8.2,"53,554",--
964,Stalag 17,(1953),Not Rated,tt0046359,120 min,"
Comedy, Drama, War            ",84        ,8.0,"51,136",--
965,The Wages of Fear,(1953),Not Rated,tt0046268,131 min,"
Adventure, Drama, Thriller            ",85        ,8.1,"54,848",--
966,Roman Holiday,(1953),Not Rated,tt0046250,118 min,"
Comedy, Romance            ",78        ,8.0,"127,725",--
967,"Day the Earth Stood Still, The",(1951),G,tt0043456,92 min,"
Drama, Sci-Fi            ",--,7.7,"76,398",--
968,Sunset Blvd.,(1950),Passed,tt0043014,110 min,"
Drama, Film-Noir            ",--,8.4,"202,474",--
969,In a Lonely Place,(1950),Not Rated,tt0042593,94 min,"
Drama, Film-Noir, Mystery            ",--,8.0,"26,948",--
970,Harvey,(1950),Approved,tt0042546,104 min,"
Comedy, Drama, Fantasy            ",--,7.9,"52,643",--
971,White Heat,(1949),Not Rated,tt0042041,114 min,"
Action, Crime, Drama            ",--,8.1,"29,914",--
972,Kind Hearts and Coronets,(1949),Not Rated,tt0041546,106 min,"
Comedy, Crime            ",--,8.0,"34,588",--
973,Rope,(1948),Approved,tt0040746,80 min,"
Crime, Drama, Mystery            ",73        ,8.0,"130,342",--
974,Red River,(1948),Passed,tt0040724,133 min,"
Action, Adventure, Drama            ",--,7.8,"28,266",--
975,Key Largo,(1948),Not Rated,tt0040506,100 min,"
Action, Crime, Drama            ",--,7.8,"37,088",--
976,Out of the Past,(1947),Not Rated,tt0039689,97 min,"
Crime, Drama, Film-Noir            ",--,8.0,"32,972",--
977,It's A Wonderful Life,(1946),PG,tt0038650,130 min,"
Drama, Family, Fantasy            ",89        ,8.6,"407,366",--
978,Gilda,(1946),Approved,tt0038559,110 min,"
Drama, Film-Noir, Romance            ",--,7.7,"28,087",--
979,Brief Encounter,(1945),Not Rated,tt0037558,86 min,"
Drama, Romance            ",92        ,8.0,"35,810",--
980,To Have and Have Not,(1944),Passed,tt0037382,100 min,"
Adventure, Comedy, Film-Noir            ",--,7.8,"31,186",--
981,Lifeboat,(1944),Not Rated,tt0037017,97 min,"
Drama, War            ",78        ,7.6,"26,551",--
982,Arsenic and Old Lace,(1942),Not Rated,tt0036613,118 min,"
Comedy, Crime, Thriller            ",--,8.0,"65,279",--
983,Shadow of a Doubt,(1943),PG,tt0036342,108 min,"
Film-Noir, Thriller            ",94        ,7.8,"59,790",--
984,To Be or Not to Be,(1942),Passed,tt0035446,99 min,"
Comedy, War            ",86        ,8.2,"30,254",--
985,The Philadelphia Story,(1940),Not Rated,tt0032904,112 min,"
Comedy, Romance            ",96        ,7.9,"63,765",--
986,Stagecoach,(1939),Passed,tt0031971,96 min,"
Adventure, Drama, Western            ",93        ,7.8,"43,821",--
987,The Rules of the Game,(1939),Not Rated,tt0031885,110 min,"
Comedy, Drama            ",--,8.0,"26,809",--
988,The Lady Vanishes,(1938),Not Rated,tt0030341,96 min,"
Mystery, Thriller            ",98        ,7.8,"47,619",--
989,Bringing Up Baby,(1938),Passed,tt0029947,102 min,"
Comedy, Family, Romance            ",91        ,7.8,"55,375",--
990,The 39 Steps,(1935),Approved,tt0026029,86 min,"
Crime, Mystery, Thriller            ",93        ,7.6,"52,074",--
991,The Thin Man,(1934),TV-PG,tt0025878,91 min,"
Comedy, Crime, Mystery            ",86        ,8.0,"26,728",--
992,The Invisible Man,(1933),TV-PG,tt0024184,71 min,"
Horror, Sci-Fi            ",87        ,7.7,"30,872",--
993,Duck Soup,(1933),Not Rated,tt0023969,69 min,"
Comedy, Musical, War            ",93        ,7.8,"55,691",--
994,Scarface,(1932),PG,tt0023427,93 min,"
Action, Crime, Drama            ",87        ,7.8,"25,402",--
995,Freaks,(1932),Not Rated,tt0022913,64 min,"
Drama, Horror            ",80        ,7.9,"42,228",--
996,Frankenstein,(1931),Passed,tt0021884,70 min,"
Drama, Horror, Sci-Fi            ",91        ,7.8,"65,559",--
997,The Circus,(1928),Passed,tt0018773,72 min,"
Comedy, Romance            ",90        ,8.1,"30,387",--
998,Nosferatu,(1922),Not Rated,tt0013442,94 min,"
Fantasy, Horror            ",--,7.9,"89,082",--
999,The Cabinet of Dr. Caligari,(1920),Not Rated,tt0010323,67 min,"
Fantasy, Horror, Mystery            ",--,8.1,"57,655",--
