movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
Detachment,2011,Not Rated,1683526,98,Drama,52.0,7.7,77347,0.07
Lagaan: Once Upon a Time in India,2001,PG,169102,224,"Drama, Musical, Sport",84.0,8.1,105356,0.07
The Holy Mountain,1973,R,71615,114,"Adventure, Drama, Fantasy",76.0,7.9,37468,0.06
Rififi,1955,Not Rated,48021,118,"Crime, Drama, Thriller",97.0,8.1,29143,0.06
The Battle of Algiers,1966,Not Rated,58946,121,"Drama, War",96.0,8.1,53401,0.06
Ikiru,1952,Not Rated,44741,143,Drama,,8.3,68931,0.06
The Grapes of Wrath,1940,Passed,32551,129,"Drama, History",96.0,8.0,85812,0.06
Les yeux sans visage,1960,Not Rated,53459,90,"Drama, Horror",90.0,7.7,27779,0.05
Battleship Potemkin,1925,Not Rated,15648,66,"Drama, History, Thriller",97.0,8.0,53306,0.05
8½,1963,Not Rated,56801,138,Drama,91.0,8.0,109237,0.05
Sympathy for Mr. Vengeance,2002,R,310775,129,"Crime, Drama, Thriller",56.0,7.6,62876,0.05
Paan Singh Tomar,2012,Not Rated,1620933,135,"Action, Biography, Crime",,8.2,33320,0.04
Le Samouraï,1967,GP,62229,101,"Crime, Drama, Mystery",,8.1,45674,0.04
M,1931,Passed,22100,99,"Crime, Mystery, Thriller",,8.3,144120,0.03
Belle de Jour,1967,R,61395,100,"Drama, Romance",,7.7,40447,0.03
The Boondock Saints,1999,R,144117,108,"Action, Crime, Thriller",44.0,7.8,227494,0.03
The Passion of Joan of Arc,1928,Passed,19254,114,"Biography, Drama, History",,8.1,48060,0.02
City Lights,1931,G,21749,87,"Comedy, Drama, Romance",99.0,8.5,168603,0.02
Evil,2003,Not Rated,338309,113,Drama,61.0,7.8,35745,0.02
Memories of Murder,2003,Not Rated,353969,132,"Crime, Drama, Mystery",82.0,8.1,141095,0.01
Dial M for Murder,1954,PG,46912,105,"Crime, Thriller",75.0,8.2,159086,0.01
Dev.D,2009,Not Rated,1327035,144,"Drama, Romance",,8.0,28802,0.01
All About Eve,1950,Passed,42192,138,Drama,98.0,8.2,120998,0.01
Elite Squad,2007,R,861739,115,"Action, Crime, Drama",33.0,8.0,98331,0.01
Udaan,2010,Not Rated,1639426,134,Drama,,8.2,42418,0.01
The Man from Nowhere,2010,R,1527788,119,"Action, Crime, Drama",,7.8,63158,0.01
Dead Man's Shoes,2004,Not Rated,419677,90,"Crime, Drama, Thriller",52.0,7.6,49863,0.01
Mr. Nobody,2009,R,485947,141,"Drama, Fantasy, Romance",63.0,7.8,217164,0.00
Knockin' on Heaven's Door,1997,Not Rated,119472,87,"Action, Crime, Comedy",,8.0,27810,0.00
Adam's Apples,2005,R,418455,94,"Comedy, Crime, Drama",51.0,7.8,45885,0.00
Dark Waters,2019,PG-13,9071322,126,"Biography, Drama, History",73.0,7.6,62364,--
Hamilton,2020,PG-13,8503618,160,"Biography, Drama, History",90.0,8.5,57588,--
The Gentlemen,2019,R,8367814,113,"Action, Comedy, Crime",51.0,7.8,244945,--
Tumbbad,2018,Not Rated,8239946,104,"Drama, Fantasy, Horror",,8.3,28190,--
Dil Bechara,2020,Not Rated,8110330,101,"Comedy, Drama, Romance",,6.6,111943,--
K.G.F: Chapter 1,2018,Not Rated,7838252,156,"Action, Drama",,8.2,37258,--
Badhaai Ho,2018,Not Rated,7725596,124,"Comedy, Drama",,8.0,28127,--
Raazi,2018,Not Rated,7098658,138,"Action, Drama, Thriller",,7.8,25452,--
Raatchasan,2018,Not Rated,7060344,170,"Action, Crime, Thriller",,8.6,25146,--
Ayla: The Daughter of War,2017,--,6316138,125,"Biography, Drama, History",,8.4,34417,--
Roma,2018,R,6155172,135,Drama,96.0,7.7,141245,--
Vikram Vedha,2017,Not Rated,6148156,147,"Action, Crime, Drama",,8.4,28753,--
Sound of Metal,2019,R,5363618,120,"Drama, Music",82.0,7.8,33737,--
A Silent Voice: The Movie,2016,Not Rated,5323662,130,"Animation, Drama, Family",78.0,8.1,49080,--
Togo,2019,PG,5116302,113,"Adventure, Biography, Drama",69.0,8.0,38295,--
Just Mercy,2019,PG-13,4916630,137,"Biography, Crime, Drama",68.0,7.6,47804,--
Perfect Strangers,2016,--,4901306,96,"Comedy, Drama",,7.8,57547,--
The Invisible Guest,2016,TV-MA,4857264,106,"Crime, Drama, Mystery",,8.1,143872,--
Klaus,2019,PG,4729430,96,"Animation, Adventure, Comedy",65.0,8.2,106645,--
Udta Punjab,2016,TV-MA,4434004,148,"Action, Crime, Drama",,7.8,27239,--
Airlift,2016,Not Rated,4387040,130,"Drama, History",,8.0,52966,--
Victoria,2015,Not Rated,4226388,138,"Crime, Drama, Romance",77.0,7.6,53184,--
Baby,2015,Not Rated,3848892,159,"Action, Thriller",,8.0,52928,--
Drishyam,2013,Not Rated,3417422,160,"Crime, Drama, Thriller",,8.4,31760,--
Pride,2014,R,3169706,119,"Biography, Comedy, Drama",79.0,7.8,52131,--
Soul,2020,PG,2948372,100,"Animation, Adventure, Comedy",83.0,8.1,182087,--
Wolf Children,2012,PG,2140203,117,"Animation, Drama, Fantasy",71.0,8.1,39046,--
Gangs of Wasseypur,2012,R,1954470,321,"Action, Comedy, Crime",89.0,8.2,82783,--
The Body,2012,--,1937149,112,"Mystery, Thriller",,7.6,57985,--
Confessions,2010,Not Rated,1590089,106,"Drama, Thriller",,7.8,35831,--
A Wednesday,2008,Not Rated,1280558,104,"Action, Crime, Drama",,8.1,74010,--
Celda 211,2009,--,1242422,113,"Action, Adventure, Crime",,7.6,64040,--
Ip Man,2008,R,1220719,106,"Action, Biography, Drama",59.0,8.0,211903,--
The Chaser,2008,Not Rated,1190539,125,"Action, Crime, Thriller",64.0,7.8,58765,--
Nefes: Vatan Sagolsun,2009,--,1171701,128,"Action, Drama, Thriller",,8.0,31923,--
The Trial of the Chicago 7,2020,R,1070874,129,"Drama, History, Thriller",77.0,7.8,99375,--
The Wave,2008,Not Rated,1063669,107,"Drama, Thriller",,7.6,103033,--
Dara iz Jasenovca,2020,R,10554232,130,"Drama, War",,8.4,27907,--
Miracle in cell NO.7,2019,TV-14,10431500,132,Drama,,8.2,34996,--
Another Round,2020,Not Rated,10288566,117,"Comedy, Drama",81.0,7.8,41071,--
Hachi: A Dog's Tale,2009,G,1028532,93,"Biography, Drama, Family",,8.1,254791,--
Soorarai Pottru,2020,TV-MA,10189514,153,Drama,,8.6,55931,--
Mary and Max,2009,Not Rated,978762,92,"Animation, Comedy, Drama",,8.1,164969,--
The Girl Who Leapt Through Time,2006,TV-PG,808506,98,"Animation, Adventure, Comedy",,7.7,60610,--
Death Note: Desu nôto,2006,Not Rated,758742,126,"Crime, Drama, Fantasy",,7.7,28689,--
The Man from Earth,2007,Not Rated,756683,87,"Drama, Fantasy, Mystery",,7.9,174635,--
Babam ve Oglum,2005,--,476735,112,"Drama, Family",,8.3,79373,--
C.R.A.Z.Y.,2005,Not Rated,401085,129,"Comedy, Drama",81.0,7.9,31513,--
G.O.R.A.,2004,--,384116,127,"Adventure, Comedy, Sci-Fi",,8.0,57216,--
Munna Bhai M.B.B.S.,2003,Not Rated,374887,156,"Comedy, Drama",,8.1,74217,--
Head-On,2004,R,347048,121,"Drama, Romance",78.0,7.9,51434,--
My Sassy Girl,2001,Not Rated,293715,137,"Comedy, Drama, Romance",,8.0,45498,--
Vizontele,2001,--,270053,110,"Comedy, Drama",,8.0,33736,--
Battle Royale,2000,Not Rated,266308,114,"Action, Adventure, Drama",81.0,7.6,169480,--
Joint Security Area,2000,Not Rated,260991,110,"Action, Drama, Thriller",58.0,7.8,26653,--
Hera Pheri,2000,Not Rated,242519,156,"Action, Comedy, Crime",,8.2,57256,--
Neon Genesis Evangelion: The End of Evangelion,1997,Not Rated,169858,87,"Animation, Action, Drama",,8.1,39417,--
Interstate 60,2002,R,165832,116,"Adventure, Comedy, Drama",,7.7,30076,--
Funny Games,1997,Not Rated,119167,108,"Crime, Drama, Thriller",69.0,7.6,65397,--
The Bandit,1996,--,116231,128,"Crime, Drama, Thriller",,8.2,64393,--
Whisper of the Heart,1995,G,113824,111,"Animation, Drama, Family",75.0,7.9,52452,--
Fallen Angels,1995,Not Rated,112913,99,"Comedy, Crime, Drama",71.0,7.7,26753,--
Dilwale Dulhania Le Jayenge,1995,Not Rated,112870,181,"Drama, Romance",,8.1,63681,--
Andaz Apna Apna,1994,PG,109117,160,"Action, Comedy, Romance",,8.2,49401,--
Ninja Scroll,1993,Not Rated,107692,94,"Animation, Action, Adventure",,7.9,34634,--
Hard Boiled,1992,R,104684,128,"Action, Crime, Thriller",,7.8,46826,--
Porco Rosso,1992,PG,104652,94,"Animation, Adventure, Comedy",83.0,7.7,78376,--
Kiki's Delivery Service,1989,G,97814,103,"Animation, Adventure, Drama",83.0,7.8,125124,--
The Killer,1989,R,97202,111,"Action, Crime, Drama",82.0,7.8,45730,--
The Vanishing,1988,Not Rated,96163,107,"Mystery, Thriller",,7.7,34094,--
Grave of the Fireflies,1988,Not Rated,95327,89,"Animation, Drama, War",94.0,8.5,236815,--
Castle in the Sky,1986,PG,92067,125,"Animation, Adventure, Drama",78.0,8.0,150876,--
Come and See,1985,Not Rated,91251,142,"Drama, Thriller, War",,8.3,59828,--
Fitzcarraldo,1982,PG,83946,158,"Adventure, Drama",,8.1,31743,--
Kagemusha,1980,PG,80979,162,"Drama, History, War",84.0,8.0,32310,--
The Elephant Man,1980,PG,80678,124,"Biography, Drama",78.0,8.1,221013,--
Lupin the 3rd: Castle of Cagliostro,1979,PG-13,79833,102,"Animation, Adventure, Family",71.0,7.7,27194,--
Watership Down,1978,PG,78480,91,"Animation, Adventure, Drama",64.0,7.6,33751,--
Autumn Sonata,1978,PG,77711,99,"Drama, Music",,8.2,27326,--
Days of Heaven,1978,PG,77405,94,"Drama, Romance",93.0,7.8,53110,--
Network,1976,R,74958,121,Drama,83.0,8.1,145406,--
The Message,1976,PG,74896,177,"Biography, Drama, History",,8.2,44004,--
Sholay,1975,Not Rated,73707,162,"Action, Adventure, Comedy",,8.2,51425,--
The Man Who Would Be King,1975,PG,73341,129,"Adventure, History, War",91.0,7.8,45137,--
Love and Death,1975,PG,73312,85,"Comedy, War",89.0,7.7,36147,--
Barry Lyndon,1975,PG,72684,185,"Adventure, Drama, History",89.0,8.1,150661,--
The Taking of Pelham One Two Three,1974,R,72251,104,"Action, Crime, Thriller",68.0,7.7,26826,--
Badlands,1973,PG,69762,94,"Action, Crime, Drama",93.0,7.8,66313,--
Solaris,1972,PG,69293,167,"Drama, Mystery, Sci-Fi",90.0,8.1,81469,--
"Aguirre, the Wrath of God",1972,Not Rated,68182,95,"Action, Adventure, Biography",,7.9,52587,--
Harold and Maude,1971,PG,67185,91,"Comedy, Drama, Romance",62.0,7.9,71062,--
Anand,1971,Not Rated,66763,122,"Drama, Musical",,8.4,30498,--
Where Eagles Dare,1968,M,65207,158,"Action, Adventure, War",63.0,7.7,52053,--
Rosemary's Baby,1968,Approved,63522,137,"Drama, Horror",96.0,8.0,194676,--
Bonnie and Clyde,1967,R,61418,111,"Action, Biography, Crime",86.0,7.8,102734,--
Who's Afraid of Virginia Woolf?,1966,Not Rated,61184,131,Drama,75.0,8.0,69133,--
Persona,1966,Not Rated,60827,83,"Drama, Thriller",86.0,8.1,103962,--
Repulsion,1965,Not Rated,59646,105,"Drama, Horror, Thriller",91.0,7.7,49057,--
Zulu,1964,Not Rated,58777,138,"Drama, History, War",77.0,7.7,36127,--
High and Low,1963,Not Rated,57565,143,"Crime, Drama, Mystery",,8.4,34900,--
The Exterminating Angel,1962,Not Rated,56732,95,"Drama, Fantasy",,8.1,29791,--
Vivre Sa Vie,1962,Not Rated,56663,85,Drama,,8.0,28244,--
To Kill a Mockingbird,1962,Approved,56592,129,"Crime, Drama",88.0,8.2,294673,--
Sanjuro,1962,Not Rated,56443,96,"Action, Comedy, Crime",,8.1,33306,--
The Manchurian Candidate,1962,PG-13,56218,126,"Drama, Thriller",94.0,7.9,71258,--
The Man Who Shot Liberty Valance,1962,Not Rated,56217,123,"Drama, Western",94.0,8.1,69089,--
Ivan's Childhood,1962,Not Rated,56111,84,"Drama, War",,8.1,31979,--
Hara-Kiri,1962,Not Rated,56058,133,"Action, Drama, Mystery",85.0,8.6,42708,--
Cape Fear,1962,Passed,55824,106,"Drama, Thriller",76.0,7.7,26539,--
Yojimbo,1961,Not Rated,55630,110,"Action, Drama, Thriller",,8.2,111837,--
Jules and Jim,1962,Not Rated,55032,105,"Drama, Romance",97.0,7.8,37811,--
Judgment at Nuremberg,1961,Approved,55031,179,"Drama, War",60.0,8.2,69806,--
Breakfast at Tiffany's,1961,Approved,54698,115,"Comedy, Drama, Romance",76.0,7.6,167125,--
Inherit the Wind,1960,Passed,53946,128,"Biography, Drama, History",75.0,8.1,27340,--
L'Avventura,1960,Not Rated,53619,144,"Drama, Mystery",,7.9,26695,--
The 400 Blows,1959,Not Rated,53198,99,"Crime, Drama",,8.1,105884,--
The Hidden Fortress,1958,Not Rated,51808,126,"Adventure, Drama",,8.1,35023,--
Sweet Smell of Success,1957,Approved,51036,96,"Drama, Film-Noir",100.0,8.0,28297,--
Wild Strawberries,1957,Not Rated,50986,91,"Drama, Romance",88.0,8.2,96982,--
The Seventh Seal,1957,Not Rated,50976,96,"Drama, Fantasy, History",88.0,8.2,165909,--
Paths of Glory,1957,Approved,50825,88,"Drama, War",90.0,8.4,179046,--
Throne of Blood,1957,Not Rated,50613,110,"Drama, History",,8.1,46929,--
The Searchers,1956,Passed,49730,119,"Adventure, Drama, Western",94.0,7.9,80579,--
The Killing,1956,Approved,49406,84,"Crime, Drama, Film-Noir",91.0,8.0,81990,--
Invasion of the Body Snatchers,1956,Approved,49366,80,"Drama, Horror, Sci-Fi",92.0,7.7,44989,--
Giant,1956,G,49261,201,"Drama, Western",84.0,7.6,34210,--
Rebel Without a Cause,1955,PG-13,48545,111,Drama,89.0,7.7,83666,--
The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,26606,--
East of Eden,1955,PG,48028,118,Drama,72.0,7.9,40497,--
La Strada,1954,Not Rated,47528,108,Drama,,8.0,58500,--
Sabrina,1954,Passed,47437,113,"Comedy, Drama, Romance",72.0,7.7,59606,--
Diabolique,1955,Not Rated,46911,117,"Crime, Drama, Horror",,8.0,61645,--
Tokyo Story,1953,Not Rated,46438,136,Drama,,8.2,53554,--
Stalag 17,1953,Not Rated,46359,120,"Comedy, Drama, War",84.0,8.0,51136,--
The Wages of Fear,1953,Not Rated,46268,131,"Adventure, Drama, Thriller",85.0,8.1,54848,--
Roman Holiday,1953,Not Rated,46250,118,"Comedy, Romance",78.0,8.0,127725,--
"Day the Earth Stood Still, The",1951,G,43456,92,"Drama, Sci-Fi",,7.7,76398,--
Sunset Blvd.,1950,Passed,43014,110,"Drama, Film-Noir",,8.4,202474,--
In a Lonely Place,1950,Not Rated,42593,94,"Drama, Film-Noir, Mystery",,8.0,26948,--
Harvey,1950,Approved,42546,104,"Comedy, Drama, Fantasy",,7.9,52643,--
White Heat,1949,Not Rated,42041,114,"Action, Crime, Drama",,8.1,29914,--
Kind Hearts and Coronets,1949,Not Rated,41546,106,"Comedy, Crime",,8.0,34588,--
Rope,1948,Approved,40746,80,"Crime, Drama, Mystery",73.0,8.0,130342,--
Red River,1948,Passed,40724,133,"Action, Adventure, Drama",,7.8,28266,--
Key Largo,1948,Not Rated,40506,100,"Action, Crime, Drama",,7.8,37088,--
Out of the Past,1947,Not Rated,39689,97,"Crime, Drama, Film-Noir",,8.0,32972,--
It's A Wonderful Life,1946,PG,38650,130,"Drama, Family, Fantasy",89.0,8.6,407366,--
Gilda,1946,Approved,38559,110,"Drama, Film-Noir, Romance",,7.7,28087,--
Brief Encounter,1945,Not Rated,37558,86,"Drama, Romance",92.0,8.0,35810,--
To Have and Have Not,1944,Passed,37382,100,"Adventure, Comedy, Film-Noir",,7.8,31186,--
Lifeboat,1944,Not Rated,37017,97,"Drama, War",78.0,7.6,26551,--
Arsenic and Old Lace,1942,Not Rated,36613,118,"Comedy, Crime, Thriller",,8.0,65279,--
Shadow of a Doubt,1943,PG,36342,108,"Film-Noir, Thriller",94.0,7.8,59790,--
To Be or Not to Be,1942,Passed,35446,99,"Comedy, War",86.0,8.2,30254,--
The Philadelphia Story,1940,Not Rated,32904,112,"Comedy, Romance",96.0,7.9,63765,--
Stagecoach,1939,Passed,31971,96,"Adventure, Drama, Western",93.0,7.8,43821,--
The Rules of the Game,1939,Not Rated,31885,110,"Comedy, Drama",,8.0,26809,--
The Lady Vanishes,1938,Not Rated,30341,96,"Mystery, Thriller",98.0,7.8,47619,--
Bringing Up Baby,1938,Passed,29947,102,"Comedy, Family, Romance",91.0,7.8,55375,--
The 39 Steps,1935,Approved,26029,86,"Crime, Mystery, Thriller",93.0,7.6,52074,--
The Thin Man,1934,TV-PG,25878,91,"Comedy, Crime, Mystery",86.0,8.0,26728,--
The Invisible Man,1933,TV-PG,24184,71,"Horror, Sci-Fi",87.0,7.7,30872,--
Duck Soup,1933,Not Rated,23969,69,"Comedy, Musical, War",93.0,7.8,55691,--
Scarface,1932,PG,23427,93,"Action, Crime, Drama",87.0,7.8,25402,--
Freaks,1932,Not Rated,22913,64,"Drama, Horror",80.0,7.9,42228,--
Frankenstein,1931,Passed,21884,70,"Drama, Horror, Sci-Fi",91.0,7.8,65559,--
The Circus,1928,Passed,18773,72,"Comedy, Romance",90.0,8.1,30387,--
Nosferatu,1922,Not Rated,13442,94,"Fantasy, Horror",,7.9,89082,--
The Cabinet of Dr. Caligari,1920,Not Rated,10323,67,"Fantasy, Horror, Mystery",,8.1,57655,--
