genre_ids,id,original_language,popularity,release_date,title,vote_average,vote_count
"['Comedy', 'Drama', 'Music', 'TV Movie', 'Family', 'Romance']",13655,en,19.018,2008-06-20,Camp Rock,6.4,1691
"['Action', 'Horror', 'Thriller']",13022,en,12.036,2007-11-08,Rogue,6.4,404
['Western'],12106,en,16.509,1995-02-09,The Quick and the Dead,6.4,1104
"['Drama', 'Action', 'Thriller']",11128,en,15.88,2004-10-01,Ladder 49,6.4,535
"['Action', 'Adventure', 'Comedy']",10057,en,10.255,1993-11-11,The Three Musketeers,6.4,625
"['Action', 'Thriller', 'Drama']",522938,en,184.502,2019-09-19,Rambo: Last Blood,6.4,2456
"['Comedy', 'Romance']",460668,en,28.722,2018-04-19,I Feel Pretty,6.4,1632
"['Drama', 'Mystery', 'Crime', 'TV Movie']",419835,en,8.745,2017-09-06,Crooked House,6.4,605
"['Drama', 'Thriller']",331583,en,11.303,2016-03-25,The Whole Truth,6.4,773
"['Comedy', 'Romance', 'Drama']",171,fr,6.319,1982-12-08,The Party 2,6.4,458
"['Drama', 'Horror', 'Mystery', 'Science Fiction']",582913,en,24.567,2019-09-12,The Room,6.4,537
"['Action', 'Thriller']",59961,en,12.942,2012-02-09,Safe House,6.4,2591
['Thriller'],10398,en,18.626,1999-09-24,Double Jeopardy,6.4,800
"['Drama', 'Romance']",341174,en,55.503,2017-02-08,Fifty Shades Darker,6.4,6060
['Drama'],157827,en,8.799,2015-05-18,Louder Than Bombs,6.4,210
"['Comedy', 'Romance']",397,en,12.764,1995-05-05,French Kiss,6.4,494
"['Romance', 'Family']",587693,en,14.055,2019-12-05,A Christmas Prince: The Royal Baby,6.4,373
"['Crime', 'Comedy']",528491,en,6.227,2017-11-08,WHAT DID JACK DO?,6.4,272
"['Action', 'Comedy']",454992,en,17.772,2018-08-02,The Spy Who Dumped Me,6.4,1666
['Action'],427641,en,132.636,2018-04-12,Rampage,6.4,5038
"['Crime', 'Comedy']",159121,fr,7.674,2012-10-04,Paulette,6.4,299
"['Action', 'Comedy']",10295,it,8.868,1985-12-12,Miami Supercops,6.4,278
"['Fantasy', 'Comedy', 'Romance']",10210,en,10.257,1999-05-14,A Midsummer Night's Dream,6.4,250
"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",324852,en,41.265,2017-06-15,Despicable Me 3,6.4,5362
"['Comedy', 'Drama', 'Romance']",625450,en,62.536,2019-09-13,Tall Girl,6.4,1349
"['Crime', 'Drama', 'Mystery']",396461,en,11.222,2018-06-21,Under the Silver Lake,6.4,748
['Comedy'],369781,fr,4.592,2016-02-17,Amis publics,6.4,326
"['Horror', 'Science Fiction']",29437,en,9.206,1977-04-08,Rabid,6.4,242
"['Science Fiction', 'Action', 'Comedy', 'Horror']",15239,en,10.705,1984-05-01,The Toxic Avenger,6.4,309
"['Action', 'Adventure', 'Comedy']",11676,en,8.962,1997-07-18,Nothing to Lose,6.4,392
"['Horror', 'Thriller']",11503,en,7.248,1988-02-05,The Serpent and the Rainbow,6.4,275
"['Comedy', 'Animation', 'Family', 'Adventure']",8868,fr,9.672,1985-03-06,Asterix vs. Caesar,6.4,366
"['Comedy', 'Drama']",300667,en,9.921,2016-10-27,3 Generations,6.4,367
"['Horror', 'Thriller']",27324,ja,10.542,2001-02-03,Pulse,6.4,233
"['Mystery', 'Thriller', 'Crime', 'Drama']",544431,en,32.79,2018-11-16,The Clovehitch Killer,6.4,314
"['Horror', 'Thriller', 'Mystery']",521029,en,60.71,2019-06-26,Annabelle Comes Home,6.4,2204
"['Animation', 'Family', 'Comedy']",109451,en,34.593,2013-09-26,Cloudy with a Chance of Meatballs 2,6.4,2242
"['Adventure', 'Family', 'Fantasy']",54318,en,17.536,2007-12-25,The Water Horse,6.4,743
"['Drama', 'Comedy', 'Romance']",16270,en,15.602,1991-03-29,Career Opportunities,6.4,256
"['Comedy', 'Drama', 'Romance']",11068,en,9.387,1992-09-18,Singles,6.4,236
"['Animation', 'Family']",10800,fr,8.411,2008-03-19,Dragon Hunters,6.4,298
"['Crime', 'Drama', 'Mystery']",10337,en,11.455,1991-12-10,Bugsy,6.4,218
"['Drama', 'Horror', 'Mystery', 'Thriller']",2655,en,20.112,2000-07-21,What Lies Beneath,6.4,1248
"['Action', 'Crime', 'Thriller']",587996,es,1569.093,2021-01-29,Below Zero,6.4,334
"['Animation', 'Family', 'TV Movie']",79218,en,17.673,2011-11-24,Ice Age: A Mammoth Christmas,6.4,443
"['Comedy', 'Drama']",9032,en,17.277,1999-06-25,Big Daddy,6.4,2362
"['Drama', 'Thriller']",231,en,14.975,2005-11-23,Syriana,6.4,930
['Comedy'],44269,fr,7.066,2010-03-24,All That Glitters,6.4,619
"['Action', 'Comedy']",44147,en,7.182,2010-06-17,Wild Target,6.4,474
"['Horror', 'Science Fiction']",9276,en,14.224,1998-12-25,The Faculty,6.4,1238
"['Drama', 'Romance']",121674,en,10.843,2012-11-30,Great Expectations,6.4,257
['Comedy'],45243,en,56.167,2011-05-25,The Hangover Part II,6.4,7945
['Drama'],244268,en,8.603,2014-02-07,Love Is Strange,6.4,205
['Horror'],157547,en,17.782,2013-09-08,Oculus,6.4,2206
"['Fantasy', 'Drama']",14517,en,8.177,2005-01-25,MirrorMask,6.4,213
"['Comedy', 'Romance']",11846,en,11.437,1991-12-20,Father of the Bride,6.4,895
"['Fantasy', 'Comedy', 'Family']",4244,en,14.325,2000-07-07,The Kid,6.4,643
"['Comedy', 'Romance']",652483,pt,43.547,2020-01-23,Airplane Mode,6.4,569
['Comedy'],137093,en,13.194,2013-10-31,Last Vegas,6.4,1629
"['Comedy', 'Crime']",2069,en,15.741,2000-02-18,The Whole Nine Yards,6.4,1244
"['Comedy', 'Drama']",263281,fr,6.807,2014-04-02,Our Summer in Provence,6.4,219
['Horror'],109428,en,29.476,2013-04-05,Evil Dead,6.4,3290
"['Animation', 'Adventure', 'Family', 'Comedy']",72197,en,13.053,2012-03-12,The Pirates! In an Adventure with Scientists!,6.4,760
"['Drama', 'Action', 'Thriller', 'Crime']",13333,cn,11.144,1978-03-23,Game of Death,6.4,416
['Action'],500852,en,61.041,2019-02-01,Miss Bala,6.4,320
"['Comedy', 'Romance']",418333,fr,6.537,2016-10-19,Crush in Jaipur,6.4,206
"['Science Fiction', 'Mystery']",10540,en,9.97,1981-05-22,Outland,6.4,362
"['Comedy', 'Western']",1406,en,10.931,1991-06-07,City Slickers,6.4,507
"['Drama', 'Romance', 'History']",480857,en,16.336,2019-09-06,Radioactive,6.4,296
"['Drama', 'Horror', 'Comedy']",10894,en,10.901,2002-01-13,May,6.4,380
"['Family', 'Animation', 'Comedy']",10527,en,40.848,2008-10-30,Madagascar: Escape 2 Africa,6.4,5076
"['Action', 'Thriller']",9772,en,16.904,1997-07-25,Air Force One,6.4,1949
"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",12222,en,28.107,2008-03-03,Horton Hears a Who!,6.4,2405
"['Adventure', 'Action', 'Comedy', 'Thriller']",10159,en,18.12,2003-09-26,The Rundown,6.4,1340
"['Adventure', 'Action', 'Thriller']",681,en,19.606,1971-12-13,Diamonds Are Forever,6.4,1323
"['Drama', 'History']",445040,en,13.956,2017-11-03,My Friend Dahmer,6.4,321
"['Drama', 'Crime', 'History']",261023,en,12.402,2015-09-04,Black Mass,6.4,2570
"['Comedy', 'Family']",13680,en,21.263,2007-09-28,The Game Plan,6.4,1450
"['Romance', 'Comedy', 'Crime', 'Drama']",2075,en,8.87,1985-06-14,Prizzi's Honor,6.4,214
"['Science Fiction', 'Adventure', 'Mystery']",152,en,17.379,1979-12-07,Star Trek: The Motion Picture,6.4,1129
"['Romance', 'Drama']",449755,en,13.883,2017-12-15,Christmas Inheritance,6.4,678
"['Fantasy', 'Action', 'Mystery']",123553,en,27.503,2013-08-21,The Mortal Instruments: City of Bones,6.4,3708
"['Action', 'Crime', 'Thriller']",72387,en,17.115,2012-04-16,Safe,6.4,1706
"['Thriller', 'Horror', 'Mystery']",39874,en,10.394,1981-02-11,My Bloody Valentine,6.4,223
['Comedy'],15261,en,0.904,2007-12-12,Bring It On: In It to Win It,6.4,386
"['Action', 'Comedy', 'Horror']",429733,en,18.094,2017-03-13,Mayhem,6.4,399
['Comedy'],157360,en,7.572,2013-08-09,In a World...,6.4,385
"['Comedy', 'Family', 'Romance']",33689,en,13.563,1995-11-17,It Takes Two,6.4,632
"['Science Fiction', 'Action', 'Drama', 'Thriller']",453405,en,217.777,2019-10-02,Gemini Man,6.4,3428
"['Comedy', 'Romance']",58232,en,12.691,2011-02-02,Chalet Girl,6.4,508
"['Action', 'Thriller', 'Crime']",27582,en,31.145,2011-01-13,The Mechanic,6.4,2264
"['Drama', 'Thriller', 'Mystery']",14462,en,14.566,2004-07-30,The Manchurian Candidate,6.4,1022
"['Action', 'Science Fiction']",10017,en,8.967,1986-11-21,The Wraith,6.4,266
['Thriller'],8987,en,9.314,1994-09-30,The River Wild,6.4,572
"['Comedy', 'Drama', 'Romance']",8952,en,11.958,2009-01-18,I Love You Phillip Morris,6.4,1129
"['Science Fiction', 'Crime', 'Mystery']",411999,en,6.504,2017-06-16,OtherLife,6.4,269
['Comedy'],193893,en,37.672,2014-08-13,Let's Be Cops,6.4,2081
"['Action', 'Comedy', 'Science Fiction']",59678,en,13.806,2011-05-12,Attack the Block,6.4,1467
"['TV Movie', 'Drama', 'Family']",20497,en,10.481,2008-08-26,Ballet Shoes,6.4,219
"['Comedy', 'Romance']",3981,en,18.569,2000-12-15,What Women Want,6.4,2844
['Drama'],266082,fr,6.356,2014-06-27,Girlhood,6.4,255
"['Romance', 'Crime', 'Comedy']",173847,it,5.023,2013-03-07,Amiche da morire,6.4,213
"['Comedy', 'Family']",6283,en,18.166,1997-12-19,MouseHunt,6.4,833
"['Action', 'Drama', 'Thriller', 'War']",3536,en,16.547,2000-04-20,U-571,6.4,779
"['Comedy', 'Drama', 'Romance']",462919,en,19.727,2018-09-07,Sierra Burgess Is a Loser,6.4,3026
"['Crime', 'Drama', 'Mystery', 'Thriller']",346685,en,17.217,2016-10-05,The Girl on the Train,6.4,4487
"['Horror', 'Thriller']",210947,en,10.507,2014-04-04,Afflicted,6.4,369
"['Drama', 'History', 'Thriller']",61891,en,14.055,2011-10-21,Anonymous,6.4,550
"['Mystery', 'Animation', 'Comedy', 'Fantasy']",22620,en,18.369,2009-09-12,Scooby-Doo! The Mystery Begins,6.4,472
"['Drama', 'Mystery', 'Thriller']",6947,en,25.318,2004-07-30,The Village,6.4,2853
['Action'],10671,en,8.41,1970-03-05,Airport,6.4,223
"['Adventure', 'Family', 'Fantasy']",10140,en,32.71,2010-12-02,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.4,4247
"['Horror', 'Comedy', 'Romance']",82654,en,20.576,2013-01-31,Warm Bodies,6.4,4965
"['Comedy', 'Romance']",11584,en,11.573,1987-06-19,Roxanne,6.4,401
"['Drama', 'Fantasy', 'Horror', 'Thriller']",301804,en,14.908,2016-04-07,Before I Wake,6.4,1303
['Drama'],429189,en,12.134,2017-12-01,Wonder Wheel,6.4,1018
['Thriller'],72784,en,23.512,2014-10-14,The Loft,6.4,1027
['Drama'],20857,en,10.916,2001-09-14,Hardball,6.4,318
"['Comedy', 'Fantasy', 'Romance']",12797,en,8.921,2008-09-19,Ghost Town,6.4,633
"['Comedy', 'Romance']",10761,en,14.929,2008-04-30,Made of Honor,6.4,1242
"['Drama', 'Thriller', 'Mystery']",4520,en,13.66,2007-10-12,Sleuth,6.4,351
"['Action', 'Crime', 'Thriller']",584,en,4.018,2003-06-05,2 Fast 2 Furious,6.4,5100
"['Thriller', 'Action', 'Science Fiction']",324670,en,31.783,2016-12-09,Spectral,6.4,1174
['Comedy'],10471,en,13.55,2000-01-12,Next Friday,6.4,365
"['Action', 'Science Fiction']",240832,en,59.15,2014-07-25,Lucy,6.4,12764
['Comedy'],200713,fr,7.639,2013-09-07,9 Month Stretch,6.4,386
"['Drama', 'Comedy', 'Music', 'Romance']",57825,en,12.858,2004-02-11,Bride & Prejudice,6.4,276
['Drama'],8279,fr,5.802,2008-02-20,Paris,6.4,215
"['Comedy', 'Family', 'Science Fiction', 'TV Movie']",138038,en,13.693,2012-10-12,Girl vs. Monster,6.4,213
"['Adventure', 'Action', 'Science Fiction']",20526,en,31.136,2010-12-15,TRON: Legacy,6.4,5419
"['Comedy', 'Drama', 'Family', 'Romance']",11894,en,11.01,1991-10-24,Curly Sue,6.4,380
"['Action', 'Adventure', 'Drama', 'Thriller']",2133,en,14.984,2000-06-29,The Perfect Storm,6.4,1506
"['Action', 'Adventure', 'Drama']",664,en,17.377,1996-05-10,Twister,6.4,2176
"['History', 'Drama']",71688,en,11.355,2011-12-30,The Iron Lady,6.4,1239
"['Animation', 'Science Fiction', 'Adventure', 'Fantasy', 'Music']",11827,en,11.845,1981-08-07,Heavy Metal,6.4,419
"['Action', 'Adventure', 'Crime', 'Thriller']",9691,en,15.42,1995-10-06,Assassins,6.4,1013
"['Action', 'Adventure', 'Comedy', 'Thriller']",9618,en,17.056,1989-12-22,Tango & Cash,6.4,1255
"['Thriller', 'Drama', 'Mystery']",9315,en,15.011,2005-09-22,Flightplan,6.4,1768
"['Action', 'Adventure', 'Fantasy']",102382,en,53.943,2014-04-16,The Amazing Spider-Man 2,6.4,9096
"['Romance', 'Thriller']",14249,en,9.299,1990-02-16,Revenge,6.4,255
"['Comedy', 'Drama', 'Romance']",13665,en,8.61,1981-07-17,Arthur,6.4,270
['Thriller'],12117,en,8.877,1999-06-04,Instinct,6.4,412
"['Crime', 'Drama', 'Thriller', 'Action']",7873,en,13.176,2005-09-11,Harsh Times,6.4,431
"['Drama', 'Romance', 'Comedy']",583268,fr,25.583,2019-09-11,"Someone, Somewhere",6.4,346
['Comedy'],298729,it,9.089,2014-11-20,Do You See Me?,6.4,448
"['Animation', 'Adventure', 'Romance']",153158,es,24.126,2013-07-18,Underdogs,6.4,290
['Comedy'],39385,fr,6.692,1997-04-01,Would I Lie to You?,6.4,368
"['Comedy', 'Romance']",16899,en,11.986,2008-01-01,Easy Virtue,6.4,285
"['Action', 'Horror', 'Science Fiction', 'Thriller']",15158,en,13.383,1988-07-08,Phantasm II,6.4,210
"['Horror', 'Thriller', 'Crime']",214,en,35.973,2006-10-27,Saw III,6.4,3008
"['Comedy', 'Crime', 'Drama', 'Family']",13373,en,9.583,2004-04-29,Millions,6.4,236
"['Drama', 'History', 'War', 'Thriller', 'Mystery']",8665,en,15.09,2002-07-19,K-19: The Widowmaker,6.4,622
"['Comedy', 'Drama']",592480,fr,14.778,2019-05-18,Alice and the Mayor,6.4,225
['Drama'],85870,fr,4.271,2012-03-14,My Way,6.4,211
['Comedy'],11913,fr,7.961,1970-10-28,The Gendarme Takes Off,6.4,322
"['Family', 'Animation', 'Adventure', 'Comedy']",11047,fr,10.493,1967-12-20,Asterix the Gaul,6.4,449
"['Adventure', 'Drama', 'Thriller']",10847,en,8.731,1990-03-16,Lord of the Flies,6.4,373
"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",9404,cn,11.748,1996-02-10,Police Story 4: First Strike,6.4,272
"['Drama', 'Action', 'Adventure', 'History', 'War']",72431,en,18.655,2012-01-19,Red Tails,6.4,381
"['Adventure', 'Action', 'Science Fiction', 'Thriller']",36668,en,1.343,2006-05-24,X-Men: The Last Stand,6.4,7317
['Horror'],27346,en,8.681,1980-11-07,Maniac,6.4,212
"['Mystery', 'Thriller', 'Action']",13027,en,31.773,2008-09-25,Eagle Eye,6.4,2085
"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",10991,ja,16.376,2000-07-08,Pokémon 3: The Movie - Spell of the Unown,6.4,430
"['Drama', 'Romance']",60420,en,11.754,2011-10-28,Like Crazy,6.4,806
"['Romance', 'Drama', 'Comedy']",1378,en,16.917,2006-05-20,Shortbus,6.4,322
"['Romance', 'Drama', 'Mystery', 'Thriller']",505379,en,17.329,2020-10-16,Rebecca,6.4,603
"['Action', 'Adventure', 'Crime']",59859,en,26.386,2013-07-17,Kick-Ass 2,6.4,4736
"['Fantasy', 'Science Fiction', 'Family', 'Animation']",15139,en,10.042,1994-11-23,The Pagemaster,6.4,545
"['Crime', 'Drama', 'Thriller']",10056,en,9.195,1955-09-21,Killer's Kiss,6.4,323
['Comedy'],10021,en,12.866,1987-04-10,The Secret of My Success,6.4,390
"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Comedy', 'Western']",417859,en,23.917,2011-10-28,Puss in Boots,6.4,2147
"['Romance', 'Comedy', 'Drama']",84306,en,9.298,2012-09-14,Liberal Arts,6.4,378
"['Horror', 'Science Fiction', 'Thriller']",395992,en,25.311,2017-03-22,Life,6.4,5500
"['War', 'Comedy']",392142,fr,5.074,2016-11-01,Max & Leon,6.4,606
"['War', 'Action', 'History', 'Thriller']",339259,en,35.869,2017-05-25,The Man with the Iron Heart,6.4,483
"['Action', 'Horror', 'Thriller']",316727,en,69.812,2016-06-29,The Purge: Election Year,6.4,3916
"['Animation', 'Science Fiction', 'Action']",269650,ja,9.35,2014-05-28,Appleseed Alpha,6.4,223
"['Action', 'Drama', 'Thriller', 'Crime']",241554,en,23.778,2015-03-11,Run All Night,6.4,2157
"['Drama', 'Music']",27586,en,15.089,2010-03-19,The Runaways,6.4,582
"['Family', 'Animation', 'Romance', 'Adventure']",18269,en,18.735,2001-02-18,Lady and the Tramp II: Scamp's Adventure,6.4,944
"['Action', 'Comedy', 'Mystery', 'Crime']",302699,en,31.2,2016-06-15,Central Intelligence,6.4,4257
"['Comedy', 'Family', 'Romance']",74018,en,15.901,2011-09-05,A Cinderella Story: Once Upon a Song,6.4,860
"['Horror', 'Mystery', 'Science Fiction']",23963,en,11.844,2009-03-06,Pontypool,6.4,391
"['Comedy', 'Music', 'Romance']",11172,en,18.022,2007-02-09,Music and Lyrics,6.4,1246
['Horror'],10766,en,14.573,1978-06-09,Damien: Omen II,6.4,424
"['Action', 'Thriller', 'Horror']",467938,fr,60.134,2017-09-23,Revenge,6.4,1150
"['Drama', 'Horror', 'Thriller']",343674,en,28.172,2017-09-29,Gerald's Game,6.4,2566
"['Drama', 'Mystery', 'Romance']",250225,en,9.402,2014-10-18,The Duke of Burgundy,6.4,214
"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",86812,en,8.316,2011-01-22,Sound of My Voice,6.4,223
"['Drama', 'Romance', 'Comedy']",81025,en,11.25,2012-03-09,Salmon Fishing in the Yemen,6.4,642
"['Drama', 'Action', 'Comedy', 'Crime']",34769,en,10.415,2009-09-12,Defendor,6.4,374
['Horror'],14001,en,39.243,2007-03-16,Dead Silence,6.4,1491
"['Animation', 'Family']",16418,en,30.525,2009-02-24,Barbie Presents: Thumbelina,6.4,322
"['Crime', 'Thriller', 'Horror']",101669,en,10.771,2010-09-23,Mother's Day,6.4,267
"['Comedy', 'Thriller', 'Crime', 'Action']",9414,en,8.151,1997-11-14,The Man Who Knew Too Little,6.4,311
"['Drama', 'Thriller']",397722,en,11.625,2017-01-21,Thoroughbreds,6.4,701
"['Comedy', 'Romance']",19955,fr,6.985,2006-11-01,I Do,6.4,225
"['Crime', 'Thriller', 'Horror', 'Drama']",18405,en,21.618,2009-03-13,The Last House on the Left,6.4,1134
['Drama'],14684,en,9.09,1992-09-18,School Ties,6.4,233
"['Horror', 'Action', 'Comedy', 'Science Fiction', 'Thriller']",3980,en,30.158,1986-04-11,Critters,6.4,602
"['Comedy', 'Drama', 'Romance']",458344,en,15.039,2018-08-16,"Juliet, Naked",6.4,314
"['Comedy', 'Crime', 'Drama']",429203,en,8.912,2018-09-27,The Old Man & the Gun,6.4,1000
"['Thriller', 'Horror', 'Crime']",207768,en,43.428,2013-08-25,I Spit on Your Grave 2,6.4,872
"['Horror', 'Science Fiction']",14353,en,10.363,2008-07-18,Repo! The Genetic Opera,6.4,223
"['Fantasy', 'Drama', 'Comedy', 'Family']",11395,en,14.02,1994-11-11,The Santa Clause,6.4,1379
['Comedy'],4728,fr,5.759,1965-10-28,The Gendarme in New York,6.4,311
"['Action', 'Drama']",4421,en,17.089,1997-08-19,G.I. Jane,6.4,1091
"['Thriller', 'Crime', 'Drama', 'Mystery']",13150,en,16.407,2008-09-09,Pride and Glory,6.4,590
"['Drama', 'Mystery']",9777,en,17.702,2005-09-05,Proof,6.4,470
['Horror'],9064,en,12.791,1988-12-23,Hellbound: Hellraiser II,6.4,631
"['Action', 'Adventure', 'Crime', 'Thriller']",2207,en,30.958,2006-03-01,16 Blocks,6.4,1356
['Thriller'],670203,it,9.179,2020-11-18,Il talento del calabrone,6.4,261
"['Action', 'Thriller']",659067,fr,274.913,2020-04-17,Earth and Blood,6.4,219
"['Family', 'Animation', 'Adventure', 'Comedy']",211672,en,39.581,2015-06-17,Minions,6.4,8534
"['Crime', 'Drama', 'Thriller', 'Mystery']",374617,en,22.052,2016-08-19,Imperium,6.4,920
"['Action', 'Science Fiction', 'Crime']",9556,en,9.539,1990-08-24,Darkman,6.4,830
"['Comedy', 'Crime']",9490,en,13.489,1998-01-16,Half Baked,6.4,357
"['Thriller', 'Crime']",602269,en,1465.002,2021-01-28,The Little Things,6.4,342
"['Drama', 'Romance']",340611,en,9.194,2016-07-29,Indignation,6.4,204
"['Comedy', 'Family']",13704,en,9.883,1988-07-06,License to Drive,6.4,232
['Horror'],4488,en,23.23,1980-05-09,Friday the 13th,6.4,1823
"['Horror', 'Mystery']",4233,en,19.88,1997-12-09,Scream 2,6.4,2354
['Drama'],184314,fr,22.839,2013-08-20,Young & Beautiful,6.4,842
"['Crime', 'Horror', 'Thriller']",116979,en,10.191,2012-10-02,Chained,6.4,249
"['Comedy', 'Romance']",20048,en,16.088,2009-02-05,Confessions of a Shopaholic,6.4,2105
"['Action', 'Comedy', 'Crime']",11001,en,17.016,1999-09-17,Blue Streak,6.4,994
"['Action', 'Crime', 'Drama', 'Thriller']",611914,en,233.978,2019-11-22,The Courier,6.4,326
"['Romance', 'Comedy', 'Drama']",18585,en,10.704,2008-02-08,The Ramen Girl,6.4,236
"['Crime', 'Drama', 'Mystery', 'Thriller']",8197,en,9.237,1997-11-21,Midnight in the Garden of Good and Evil,6.4,384
"['Comedy', 'Horror', 'Fantasy']",928,en,20.499,1990-06-15,Gremlins 2: The New Batch,6.4,1701
"['Drama', 'Horror', 'Mystery', 'Thriller']",539649,en,15.943,2018-09-06,The Lie,6.4,318
"['Action', 'Thriller']",2453,en,14.451,1991-08-23,Harley Davidson and the Marlboro Man,6.4,246
"['Action', 'Thriller']",341013,en,42.437,2017-07-26,Atomic Blonde,6.4,4834
"['Science Fiction', 'Mystery', 'Thriller']",238615,en,19.502,2015-07-10,Self/less,6.4,2288
"['Action', 'Thriller', 'Crime']",49527,en,14.78,2012-01-13,Man on a Ledge,6.4,1911
"['Adventure', 'Action', 'Drama']",20662,en,20.363,2010-05-12,Robin Hood,6.4,3374
"['Horror', 'Mystery', 'Thriller']",11096,en,22.663,2005-01-27,Hide and Seek,6.4,1130
['Comedy'],2294,en,15.754,2001-08-22,Jay and Silent Bob Strike Back,6.4,1050
"['Drama', 'Comedy', 'Romance', 'Family']",14429,en,9.787,1999-10-01,Drive Me Crazy,6.4,215
"['Drama', 'Romance']",1989,en,13.213,2007-11-28,My Blueberry Nights,6.4,478
"['Drama', 'Crime', 'Thriller']",478820,fr,58.565,2018-12-19,The Emperor of Paris,6.4,356
"['Comedy', 'Drama']",328589,en,9.346,2015-11-13,The Lady in the Van,6.4,525
"['Comedy', 'Romance']",6557,en,13.654,2008-01-10,27 Dresses,6.4,2475
"['Comedy', 'Romance']",193610,en,27.963,2014-04-16,The Other Woman,6.4,2817
"['Drama', 'Thriller']",84188,en,9.412,2012-08-23,Compliance,6.4,450
"['Horror', 'Thriller', 'Mystery']",77949,en,20.772,2011-08-17,The Awakening,6.4,1040
['Comedy'],16614,en,13.632,2009-04-03,Adventureland,6.4,1636
"['Comedy', 'Science Fiction']",10770,it,6.803,1979-08-10,The Sheriff and the Satellite Kid,6.4,219
"['Comedy', 'Drama']",309304,en,9.646,2015-06-04,Grandma,6.4,270
"['Comedy', 'Horror']",18086,en,10.657,1988-04-07,Fright Night Part 2,6.4,229
"['Horror', 'Mystery', 'Thriller']",10576,en,11.72,1983-06-03,Psycho II,6.4,396
"['Action', 'Crime', 'Drama', 'Thriller']",1619,en,10.144,2000-09-08,The Way of the Gun,6.4,267
"['Comedy', 'Drama']",356298,en,9.335,2016-07-22,Don't Think Twice,6.4,292
"['Action', 'Crime', 'Thriller']",180894,en,18.496,2013-12-27,Ninja: Shadow of a Tear,6.4,220
"['Comedy', 'Romance', 'TV Movie']",62592,en,10.776,2010-07-18,Revenge of the Bridesmaids,6.4,205
"['Comedy', 'Romance']",11529,en,18.932,2002-09-26,Sweet Home Alabama,6.4,1060
"['Horror', 'Thriller']",9792,en,39.769,2006-03-10,The Hills Have Eyes,6.4,1994
"['Comedy', 'Drama']",518452,en,15.521,2018-08-03,Like Father,6.4,481
